Manufacturer,Battery_Type,Battery_Capacity_kWh,Range_km,Charging_Type,Charge_Time_hr,Price_USD,Color,Country_of_Manufacture,Warranty_Years
47,10,61.4,185,6,8.0,0.6767877523386031,18,19,5
19,4,37.0,600,5,8.9,-1.6827840312329956,1,8,4
3,9,111.9,167,9,8.8,0.16375785874581505,8,7,5
20,8,119.1,224,3,2.5,-1.5243473738394213,29,3,5
1,2,145.5,596,14,7.8,-0.6033059433142893,24,10,3
19,9,122.9,219,4,1.1,-1.4742928259970496,38,29,4
30,11,86.0,140,8,11.7,-0.8375619660589229,30,28,4
8,9,102.6,403,11,7.4,0.005386138666734259,11,33,4
8,4,28.2,276,6,7.6,1.0826497198560723,21,19,4
43,6,114.5,263,14,4.6,1.0593132692991512,51,26,5
31,9,80.4,336,7,11.1,1.1823175304125475,13,1,3
49,9,148.7,423,2,5.1,-1.701008039172423,6,23,3
47,4,84.7,181,11,10.0,1.2077143698057724,4,2,5
2,13,143.9,461,15,7.5,-1.2593384820021476,26,26,4
0,14,75.8,162,2,6.6,-0.5679918772516326,51,17,3
41,2,139.0,597,15,9.5,0.17280781150390195,29,20,5
21,10,93.2,555,5,4.1,1.3009245251987371,1,32,3
15,8,120.1,464,2,4.7,0.9443098625519152,0,3,3
48,10,148.1,409,4,10.0,0.4874363154815852,22,15,5
30,9,111.1,536,5,3.9,-1.0419727990623902,11,11,3
15,3,40.4,327,7,1.7,-0.8019226362032258,4,8,3
2,10,67.9,261,10,6.8,0.42872865402525284,42,12,4
11,0,86.5,470,2,6.2,1.4610013548512713,20,32,4
37,12,117.6,352,10,6.8,0.06781225505610185,42,34,3
8,5,27.3,449,5,1.1,1.169889682859657,14,22,5
41,8,102.5,302,5,6.4,-0.7462069975884628,2,14,5
28,7,30.5,551,9,6.4,1.1219001416181755,13,33,5
3,11,128.5,486,0,4.3,-0.6166140522414232,18,34,5
32,5,44.0,121,10,9.8,0.8232811388505515,15,8,5
5,10,27.1,420,12,7.0,1.313573448231191,18,33,4
40,10,147.9,408,8,11.1,-0.08631862547112996,22,7,3
34,6,140.9,255,14,4.9,0.2182298756354577,35,10,3
47,4,58.7,117,1,4.0,-0.8394180188122875,10,33,3
46,7,50.5,545,0,3.6,0.6849675450824786,0,6,3
28,9,42.8,106,6,8.1,1.5734906773916093,4,7,3
38,2,25.7,388,13,6.9,0.6852105549438272,6,2,4
5,11,68.5,561,9,8.9,0.12352904811201101,38,4,3
5,2,90.5,284,13,1.5,-0.8724073290160806,20,20,3
37,12,90.2,525,8,10.3,0.237560992634426,37,33,5
7,14,20.5,578,8,9.0,0.6196281964597938,6,20,5
32,14,65.6,308,1,3.1,0.4807197768909613,9,8,3
8,1,47.2,426,1,11.4,-1.0878044011906847,2,11,4
15,12,106.0,105,11,4.4,-0.4508668962873254,25,39,3
28,4,53.3,342,10,9.2,0.9167008253116152,5,16,3
28,6,90.7,142,12,8.8,0.7290617132852162,54,1,4
23,14,73.4,105,2,7.3,0.5892617765409606,2,35,5
16,14,35.3,364,15,2.5,-0.18484902288796742,41,21,3
26,5,20.7,497,8,9.4,-1.5973698169026784,32,2,5
20,11,37.2,584,5,5.5,-0.4794055472608844,23,39,3
24,6,76.7,459,13,1.3,-1.4471715401411667,24,4,3
31,11,106.4,328,9,6.9,-0.09426983886798836,6,23,3
36,12,27.8,503,5,1.8,0.5569437738638858,27,29,3
26,10,82.2,150,8,5.0,0.4443352552751664,30,6,5
1,5,101.5,311,9,11.3,1.1182255554487093,48,30,5
40,10,98.8,543,12,9.1,-1.3083497036583251,43,35,5
30,9,98.0,313,3,7.0,0.6905004928876026,33,32,4
29,1,143.3,361,15,4.9,1.2677836945944592,23,16,4
37,12,89.3,415,3,3.4,-0.8204182264223789,4,7,3
12,1,63.5,446,13,3.7,0.32091597256958576,24,8,5
29,8,80.1,366,8,1.8,0.7537693513139511,11,3,4
38,7,55.2,390,14,6.7,-1.2424995148282925,22,6,3
10,10,141.5,381,0,6.4,-0.29301813804763177,4,30,4
41,11,36.0,489,6,1.0,-1.505919607037628,54,38,3
7,4,34.5,600,0,3.8,-0.9157684270907596,14,9,3
23,11,124.7,522,10,2.8,0.3851127130674735,35,36,3
38,5,79.7,184,8,11.1,-0.7814246678153828,53,3,3
50,9,112.6,326,2,9.0,-0.4177589672557245,43,13,4
48,12,22.7,359,10,10.1,0.35137041862584345,51,32,3
42,9,55.6,466,11,10.8,-0.43518439053202657,0,11,4
11,9,22.7,323,14,11.0,-1.4394898887520275,18,4,3
21,9,67.4,489,12,1.5,1.4225625052151916,21,9,3
30,6,133.2,195,12,5.2,-1.1722324341715622,40,2,4
23,0,41.8,108,4,7.4,-1.4824815656598107,33,10,5
39,0,44.3,502,5,4.2,-1.154341771113201,4,35,3
2,1,37.2,541,9,7.1,-0.7820951095112414,17,1,3
33,6,79.9,509,15,8.3,-0.3812506318269624,30,34,5
9,3,141.8,185,15,2.0,-1.6231992831155726,40,15,4
3,10,45.8,108,4,5.5,0.4618495705197528,9,19,3
34,6,83.3,338,14,4.8,-1.0404059338162364,20,14,4
2,0,70.3,434,13,1.4,-0.7312745899681341,37,35,4
37,0,85.9,105,1,2.2,0.7134646361747617,4,30,4
37,14,62.5,288,6,9.7,0.27887353489455285,7,26,5
1,12,105.9,325,0,2.2,0.8901071190597052,31,36,3
49,14,45.2,509,2,5.4,0.21849279960658433,15,37,3
6,10,34.9,442,14,9.8,-0.5623123154208964,52,0,5
32,11,106.8,527,0,9.8,0.9461690900184327,17,2,4
40,14,59.0,541,0,1.7,-1.2368470823645004,14,2,5
3,9,93.7,253,3,3.3,0.4085299745046528,24,6,4
34,13,60.0,349,15,11.2,-0.37665220412996975,15,34,3
4,9,130.9,151,3,1.4,0.8046372029440667,9,27,3
46,4,37.4,531,9,8.3,1.4302984153382188,23,4,3
21,14,20.0,572,4,9.6,1.3574736703213082,37,26,5
30,10,98.8,233,8,7.9,0.6748061541105516,54,26,5
17,3,59.8,434,10,5.3,1.4732903808562883,6,24,3
2,11,34.0,329,2,2.2,-1.494968001100888,33,20,5
32,7,96.4,579,4,10.8,0.5232473684578315,51,21,4
39,2,145.7,501,7,5.7,1.0759920577639226,39,39,4
19,11,25.5,171,12,6.4,-0.033738160400108595,4,8,5
37,4,33.6,495,4,2.9,-0.597704883481519,24,35,4
35,10,145.3,402,11,6.7,0.8681663878489622,44,7,4
6,5,140.0,527,12,5.7,-0.7093465576100034,42,18,5
50,1,78.4,303,5,5.4,1.5707494568891278,10,25,5
32,14,47.7,438,11,9.5,1.2126296915974928,1,38,3
37,4,32.9,576,0,2.4,-0.7369348149096654,18,14,4
29,11,133.5,536,5,11.5,-1.520804105350375,33,25,4
27,2,99.9,502,3,4.6,-1.4305920336149986,32,13,3
31,11,87.9,453,4,6.0,1.4532614041842316,16,4,5
35,11,44.7,426,15,9.4,0.8403238648867724,40,2,3
7,5,20.5,281,5,11.9,1.4851453369902035,42,20,3
4,8,35.1,169,15,6.2,1.7006180250599063,52,20,3
45,4,131.6,128,11,8.1,1.7084708223490213,23,31,4
1,7,59.0,111,5,11.8,-0.614204444958288,12,36,3
18,0,36.1,395,4,7.2,-1.4762775989382544,3,25,5
43,2,58.7,558,10,9.2,-1.608235128363714,48,36,3
22,10,125.2,307,1,3.5,0.2969959520130844,28,3,5
10,5,114.7,164,8,9.0,1.098138279498751,45,35,5
35,3,50.9,320,4,7.6,-0.4040245809352272,37,29,4
38,6,104.3,354,5,11.7,-0.3447884740440624,31,31,3
9,5,116.8,474,3,8.4,-1.2888312785833294,15,25,4
22,10,38.8,470,1,10.5,-0.623355411316698,48,13,3
33,1,106.6,584,12,6.1,1.5378672211016775,5,30,5
6,5,73.7,551,11,2.1,-0.7819184800158192,5,37,4
26,1,82.0,299,0,2.3,-0.9854317350278446,20,11,5
13,7,68.2,230,1,3.6,0.5305624847829409,10,24,4
18,0,92.3,414,8,7.7,1.6359095785238107,53,32,4
46,11,34.1,256,13,3.4,1.037244395121141,27,8,3
33,5,135.7,266,6,10.4,-0.5133288003522362,46,3,3
11,9,132.7,204,14,5.2,1.6999960698922032,40,10,3
3,6,21.5,400,13,1.9,-0.7781682779512539,27,19,4
48,7,101.8,489,12,1.0,0.6368963271298786,30,21,4
37,3,95.8,573,0,0.5,0.6624640238127928,49,19,3
32,11,126.9,219,6,8.9,-1.0710090141701119,15,8,3
20,2,118.4,489,11,10.1,-0.2537809923587136,23,6,3
29,1,136.1,155,3,9.3,-1.0158414464896732,9,14,5
23,11,127.7,404,4,11.5,-0.2778031809566849,43,19,4
30,10,140.5,547,1,9.7,-1.3102455846312457,3,2,5
21,3,43.4,548,12,9.7,-0.9164518562495167,3,35,4
25,6,53.9,381,2,10.0,-1.5968713869376556,8,33,3
14,9,113.7,379,3,9.0,-0.6346775928614804,35,25,5
34,11,118.5,513,3,1.5,-1.0898290023514454,10,10,3
40,12,69.3,158,11,9.2,-0.8460730834118577,21,27,5
35,11,127.2,247,6,4.1,-0.125458220883165,19,39,3
33,12,31.5,470,0,6.6,-0.34604104268806823,29,5,5
2,1,42.1,395,10,8.9,0.16431429937845177,44,22,4
14,8,101.2,425,8,1.9,-1.5390575515390392,10,30,5
46,7,53.6,538,8,6.8,-0.10894740360521667,17,29,4
38,13,38.4,304,11,8.8,0.0575752481890759,42,24,4
40,13,60.2,498,0,1.4,1.2756976772643411,37,13,3
39,7,107.8,274,8,3.9,1.5727616478075632,52,11,5
11,0,139.3,495,12,8.9,-0.4735311734866684,28,35,5
2,4,57.7,427,6,11.9,-0.7401917819943676,15,33,5
20,8,38.4,152,3,1.6,0.32817048073450167,26,1,5
19,5,37.5,429,7,12.0,-1.6135210257634767,48,18,4
33,3,131.6,498,5,0.6,-1.1091999475699696,37,11,5
49,3,140.2,225,10,4.3,0.456238120716663,8,31,5
44,12,99.3,277,2,10.7,-1.4852369280663371,22,6,4
50,3,82.1,529,5,7.2,0.8707555107303854,48,8,3
1,6,63.6,314,3,1.6,1.4846529678412004,23,7,5
34,10,141.6,319,13,11.6,0.8265496503467193,26,10,3
2,12,70.8,552,3,9.9,0.8922800659077974,1,32,3
18,4,126.3,360,8,5.5,-1.3726035889929669,16,26,4
30,5,59.5,383,5,9.6,1.6625604296124752,33,8,3
24,5,103.9,414,1,1.1,0.5608039364476601,7,11,4
30,7,149.4,230,8,5.1,0.3212270944585808,29,9,5
16,0,87.9,174,9,7.2,0.4560427315526098,29,3,5
14,0,44.7,194,12,3.9,-1.2599812171104887,5,34,3
51,8,74.3,556,5,7.9,-1.1469995254211471,15,24,4
16,11,105.4,387,5,10.1,1.6479789721006972,37,37,5
52,3,124.6,501,2,5.2,0.8935583208673143,30,32,4
24,4,93.0,514,13,1.6,1.12736353434422,9,8,3
35,3,39.4,400,11,10.3,-0.8076394287609381,44,11,4
4,13,149.8,159,10,6.3,-1.4893761767972897,24,8,3
33,2,56.3,250,3,10.4,-0.6362349339681752,47,14,5
13,5,102.9,238,5,10.8,-0.22320994774665465,22,7,4
32,11,64.8,384,3,9.1,-0.04504100505568641,16,22,4
34,2,89.4,134,4,2.8,-0.177435779065401,21,17,4
22,0,30.3,105,4,10.3,1.3646003241292444,35,10,3
5,12,37.2,353,9,4.8,-1.08994964145126,7,6,5
41,1,71.4,361,6,11.7,-1.4219816343234608,4,7,4
29,0,80.2,504,15,8.2,-1.1594550795615544,32,6,5
29,2,45.1,365,13,2.5,0.14208582371193135,39,26,5
38,11,90.7,263,13,0.8,-0.9565386706222951,46,19,4
44,10,111.0,306,15,3.2,-0.3463827572674467,33,32,3
19,5,101.8,267,8,1.5,-0.38700032595735123,24,0,4
11,3,104.7,579,8,1.3,0.22691358193980177,38,28,5
35,5,75.9,411,11,9.5,1.2571117520254709,35,17,5
29,7,109.9,359,11,8.0,-0.716776252218908,22,20,4
12,3,86.0,592,6,8.5,-0.22059167522628076,49,23,5
39,10,55.7,499,3,11.6,-1.5294664544935075,16,1,4
27,1,128.4,263,4,6.2,0.8473549886898312,6,27,4
2,0,23.9,558,9,9.2,-0.3980910420522505,52,9,3
47,8,117.0,536,9,3.6,-1.1170715045277162,26,34,3
0,11,108.9,478,0,9.6,1.1263043345922612,14,8,3
44,11,89.3,272,15,2.5,1.5236032349052004,1,21,4
25,12,33.3,540,1,6.9,-0.3944028911993118,51,11,3
14,8,108.4,522,0,3.1,-1.0768848309957613,16,9,3
17,11,26.1,367,7,7.2,-0.8172247536007369,44,36,4
22,5,33.9,473,8,4.7,1.319525169562226,37,14,3
34,7,132.4,510,1,3.8,0.916603852255305,21,18,5
17,14,115.2,167,15,0.6,-0.4991086829193282,17,35,4
24,1,120.5,359,13,9.6,-0.19158951613238231,7,25,5
32,2,64.1,401,13,11.6,1.0095698433457743,38,9,5
52,11,141.2,103,6,1.0,1.026952552299654,51,2,4
41,4,62.1,346,6,6.5,0.444408850898259,5,38,5
33,14,149.4,351,2,6.2,1.1956874019410217,14,39,3
36,12,130.0,478,8,11.1,-0.7521852710658686,40,29,3
1,14,38.6,530,5,7.7,0.4120267767375507,3,13,3
9,4,89.2,492,15,5.1,0.6963615905886336,24,1,5
3,6,82.9,294,2,10.4,1.5136057745760836,38,32,4
32,7,33.3,127,8,8.8,1.5766827071618184,42,22,5
16,12,43.6,179,4,9.0,1.303801103925651,54,39,3
23,0,41.7,434,9,8.6,-0.9024660903693584,29,27,5
16,5,41.0,301,11,3.3,-1.6815782174554246,36,31,3
15,10,20.3,392,8,5.6,-1.187953325094984,36,3,3
28,14,143.7,584,12,2.0,-1.652077339786217,45,10,5
26,0,25.8,489,15,7.5,1.505256278983666,47,29,5
27,5,102.9,301,6,9.7,1.445758113952234,6,18,5
48,13,79.8,277,8,11.5,1.270718861209561,29,36,5
12,6,45.8,241,4,1.2,1.1018561572112129,53,28,5
20,4,102.3,474,2,1.8,-1.2041789954097346,45,1,3
20,13,36.8,192,6,1.9,0.750056957196935,7,17,3
14,6,94.3,320,10,4.4,0.1075336888059974,24,23,4
39,6,23.0,385,10,7.7,-1.262339740372889,36,37,3
34,12,113.8,529,3,9.8,0.799626062537183,53,33,4
5,5,146.0,160,2,3.7,-0.2813504899897444,49,38,3
18,4,38.3,346,6,5.4,-0.49621334452378235,35,22,4
40,9,132.1,111,13,3.1,-1.3112713055899547,11,29,3
43,5,27.6,108,9,10.9,-0.3448057906612604,8,28,4
15,8,149.7,290,11,5.4,-1.1519592931970095,17,31,3
20,4,120.0,508,1,0.9,-1.6570402822752326,39,14,3
52,4,87.2,515,9,5.6,-1.2362923733935836,2,10,3
24,5,27.0,464,12,4.3,1.6058603413099923,37,7,3
20,4,93.5,193,9,6.6,0.07973647765880938,49,19,5
46,2,124.5,497,4,7.5,-1.2070192092405325,10,19,4
21,5,128.0,458,15,0.7,-1.5499006400080038,4,34,3
48,10,96.5,441,14,1.9,-0.8754680411058696,2,31,5
9,4,61.0,441,3,4.1,-1.1532127276718755,18,9,4
48,10,103.1,431,3,2.8,0.2951373017671397,45,5,4
22,10,57.3,125,15,6.0,-0.8274750365409483,14,23,5
30,10,124.9,134,0,2.4,-0.2573672637804689,24,17,3
19,1,40.6,440,5,7.8,0.5379959313255723,18,10,5
43,0,34.6,599,14,11.6,0.7822176672677924,30,35,4
18,11,40.9,161,14,11.4,1.310321098911075,26,35,4
46,4,125.5,232,6,5.3,-0.6403721624271215,24,36,5
51,2,30.9,180,15,8.3,0.29552779148496,6,21,5
32,2,26.5,122,9,3.1,-1.340947658313438,6,36,5
38,6,107.6,513,12,4.3,-0.44230931267824214,54,1,5
24,9,69.9,227,0,11.3,-0.26248865331684823,4,19,4
22,11,147.6,282,12,10.0,-0.341027593398891,30,27,5
51,5,99.8,550,13,2.1,-0.8539434859284576,0,32,5
1,13,47.9,524,1,7.2,0.8713353287962401,52,3,3
50,7,73.0,100,7,2.6,-0.88825203375247,18,12,3
3,10,38.8,163,1,5.4,0.5028279020679536,31,7,5
1,7,53.6,375,6,6.8,1.56309089432292,52,37,4
47,1,149.4,503,12,10.2,0.4067613706681393,13,13,5
21,3,77.2,576,10,7.0,0.6358313551721866,21,12,3
14,2,43.5,532,15,11.9,-0.8959712044788719,1,18,3
4,8,71.3,315,7,3.4,1.6304115525633696,42,17,4
28,4,97.2,433,11,9.8,-0.7147808006970975,27,31,5
23,10,73.4,267,13,3.5,-1.6996056817896523,6,24,5
15,5,45.0,359,5,5.4,-0.9094083222041327,6,0,4
37,13,71.5,271,9,3.1,-1.5633446843801437,23,39,4
17,10,60.4,168,7,7.6,-0.39812884999979986,54,36,4
29,4,118.9,374,5,1.7,0.2899172075127305,13,22,5
12,0,124.2,328,2,11.9,-0.33438580487250646,18,21,3
25,7,118.8,345,7,3.1,-0.5519843963135799,27,13,4
18,6,36.6,443,12,6.3,1.2937268732602885,51,25,4
16,7,38.9,200,3,1.8,1.5216634851687112,9,19,4
15,5,106.4,430,8,6.1,-1.6429803435514085,50,38,4
9,3,27.9,533,3,7.5,-0.4089298013669154,17,18,3
41,14,136.2,269,12,10.6,-1.708401657495498,41,10,5
1,11,56.3,230,9,3.5,-0.26875986623519094,37,27,5
42,13,22.0,451,7,3.3,0.31397518378624495,9,27,5
11,14,88.6,497,2,10.7,0.8978144567643551,22,30,4
15,6,69.0,118,3,10.4,1.6672315871017005,30,13,5
15,5,51.0,505,1,2.2,-1.3589029700760062,42,38,3
25,7,95.1,573,4,2.4,-1.3298214431532824,37,5,5
25,9,69.3,123,5,6.3,0.4373480002356769,24,38,3
5,12,69.9,147,11,1.2,0.7598763449791971,28,7,3
48,9,121.8,492,2,2.7,-0.6780121387897884,27,12,4
39,1,126.0,583,7,11.5,0.2882424020193741,7,6,4
47,4,137.6,301,9,3.9,-1.449599907092933,21,2,5
5,8,100.4,121,5,4.7,0.19601929380670904,31,39,5
14,9,98.9,501,5,6.6,0.12064958328223069,28,38,5
1,12,124.4,319,8,4.7,1.173352140468445,29,1,3
52,1,145.2,367,8,4.9,-0.7008850812263699,21,38,4
37,10,83.3,248,3,8.2,-1.271488109238719,11,13,3
47,7,97.0,581,2,5.5,-1.136223105928396,9,15,5
18,6,139.1,153,9,8.3,-0.4580273174987977,50,18,4
28,4,142.0,125,3,7.8,-0.9889239194961563,12,20,4
39,14,62.7,469,0,0.6,-1.4412267454570111,26,29,4
1,0,141.1,495,9,0.6,-1.5210505785351631,6,4,5
3,11,129.7,553,1,11.8,0.5258641979267721,38,23,3
5,5,25.7,336,3,9.8,0.3066744979754669,45,37,5
11,7,62.5,250,12,9.8,-1.2615154693942527,29,29,3
4,10,119.6,311,3,11.5,0.9972026039530782,19,32,5
35,6,63.2,178,9,9.4,0.5502826484482962,13,2,4
18,12,133.3,177,13,6.6,-0.3444886079562462,4,27,5
18,3,45.4,255,8,4.2,-0.960198537667143,10,24,4
47,9,66.8,417,7,4.6,-0.4879030999303475,13,21,5
37,4,84.1,458,11,8.9,0.5575368680029257,22,10,4
22,12,124.7,460,14,8.3,-1.5623599460821371,23,23,4
43,11,149.8,557,3,8.2,-1.1181627400214917,38,28,3
41,5,132.2,576,8,10.9,-0.5474638933939793,10,16,3
28,7,44.9,166,14,7.3,-1.5778268599533183,49,16,3
51,14,48.1,255,5,2.8,1.3581879807807355,34,37,5
14,13,90.6,420,1,11.5,1.6810502476258955,36,9,5
11,4,67.0,136,6,1.2,1.5884701284886598,29,28,3
29,10,54.2,498,12,12.0,-0.014356825211265228,23,17,5
43,4,20.4,351,14,4.8,1.187805743623243,35,20,4
42,6,36.9,300,8,3.8,-0.15834565165577502,18,23,3
48,12,131.3,135,5,9.0,-1.6386745666850662,44,14,5
24,4,39.7,562,1,1.5,-0.3896832471819316,14,17,5
23,1,93.5,195,3,2.5,0.8029626860609972,33,39,5
10,0,110.2,334,9,4.6,-1.1032785303190318,18,1,3
10,5,112.8,381,5,2.6,-0.2550742550531354,35,10,3
25,7,20.6,287,1,5.5,0.9271433227027268,19,39,4
11,7,146.5,185,1,4.9,0.04039889559014155,12,30,3
1,14,142.5,360,15,10.8,1.0341712727890269,4,20,3
40,4,27.0,382,4,7.6,0.10928641907674577,16,2,4
47,2,47.5,167,1,1.3,1.6237406143980349,51,28,3
7,6,141.8,456,2,3.0,-1.294931922822269,12,19,3
35,13,74.3,553,6,5.2,-0.3782860269626237,53,30,4
51,14,89.8,167,3,8.4,0.5079380358031544,22,36,4
4,14,117.4,371,4,1.9,0.9699347040715834,18,3,4
31,13,124.2,203,1,5.3,-1.7008628681982443,3,0,3
33,0,39.9,392,10,4.7,-1.5399828361179986,27,7,4
26,14,120.1,467,12,7.0,-0.5586663016698075,25,15,4
20,11,53.2,502,13,8.2,1.4356720502651192,39,20,5
27,7,84.1,404,1,9.0,1.4726257113661627,9,3,4
50,12,124.6,554,2,8.8,1.5838001254405811,11,1,3
50,5,143.4,117,12,1.4,0.6971899021112825,51,29,5
33,12,123.5,305,0,8.8,1.5156964674924844,16,20,4
51,8,85.4,592,3,5.5,1.3882577093249058,20,36,4
14,13,125.9,194,10,7.4,-0.6303342966578751,51,28,4
47,12,121.0,401,1,3.6,-0.41661433885892074,37,7,3
38,1,35.1,497,7,10.7,-1.0099335939222072,10,30,5
34,2,109.2,162,15,11.3,1.0973624950482699,35,32,4
41,12,126.0,436,0,9.0,-1.1390214712676314,19,1,4
26,1,104.3,517,5,8.5,-0.32616560668850186,36,32,5
41,5,80.8,157,0,11.0,0.4869650148835064,44,4,4
16,4,139.7,347,8,8.9,-1.5217380482379332,32,12,3
11,8,139.4,490,10,6.6,0.4240745245429394,21,26,4
9,8,70.8,564,5,7.4,-1.10345718008646,52,26,5
44,11,42.0,427,14,3.1,0.3839071879001893,26,15,4
50,9,75.5,359,9,11.7,-0.12314472082548007,21,30,3
8,1,131.0,295,6,1.6,-0.04747196950003251,9,34,5
44,11,111.8,593,15,8.2,1.166153911309424,5,31,4
49,5,147.7,178,2,11.5,1.4356980251909164,19,11,5
36,2,102.1,194,8,8.9,-0.5242094081584635,3,13,4
38,13,131.2,158,6,3.6,0.6184627881223521,8,25,5
45,3,62.1,106,3,3.0,-0.41467228024013836,13,30,5
3,12,115.0,504,15,1.0,-0.6465290856719557,29,6,3
1,12,62.9,239,5,7.1,0.5729238368247082,29,13,3
2,8,37.8,229,8,5.5,-1.201092597004435,53,6,3
45,14,51.7,466,13,10.9,0.39899198175186246,47,27,3
1,10,136.1,218,3,9.7,1.6623633087867014,32,17,5
11,14,81.8,378,13,4.6,1.162155793008637,15,28,5
35,6,44.5,588,7,2.6,-1.3174827761789634,44,21,4
47,2,79.3,571,11,6.0,0.7129846772680838,53,17,4
51,10,97.1,572,11,10.7,-1.4409929711248346,37,8,3
34,12,60.9,212,15,2.8,0.29010220670646514,1,25,5
11,11,94.0,294,12,4.2,-1.5777304641175813,51,16,3
6,5,75.5,220,3,10.3,0.3774408744280799,26,9,4
32,6,146.4,485,0,10.6,1.513460026381332,11,2,4
11,5,117.9,224,0,3.7,-0.18774262962179314,14,28,3
13,14,62.7,315,2,7.5,-0.09721972460770867,15,28,3
38,4,149.7,489,14,2.0,0.6447762537859375,34,22,3
30,12,81.4,399,2,10.4,-1.3141175802367722,17,37,3
13,4,127.0,172,9,1.7,0.9478629437907073,15,1,3
37,2,129.1,593,5,6.9,-0.25924755979791136,10,36,5
45,7,62.5,298,12,1.5,-0.9776164570759924,30,38,5
36,1,52.3,258,14,3.9,-0.8311147008657317,15,10,5
36,1,23.6,382,7,8.7,1.3579247681993225,29,25,5
32,0,57.2,338,0,2.7,-1.6193093936722747,15,12,3
31,9,64.0,329,7,8.9,0.8616487017458313,46,21,3
34,9,94.6,155,4,2.9,-1.714824390814325,2,2,5
52,0,126.1,324,13,2.1,-0.09250931611950065,43,4,5
3,13,142.4,188,12,8.9,0.17673117974044944,18,26,3
29,13,143.1,509,5,1.5,0.7363029453769466,35,17,4
32,7,120.9,152,15,7.9,0.6437785280250321,38,31,3
33,3,49.6,546,14,2.3,0.5975584564509239,16,32,5
37,8,89.4,464,0,11.0,0.7605730502111396,9,3,3
49,4,35.5,334,6,3.2,-0.5487415711329229,23,38,3
5,7,24.7,422,12,7.4,-0.5284251386153747,27,9,4
22,11,137.7,584,10,9.1,-0.8842761384437541,28,1,4
39,12,109.1,233,10,10.3,-1.0831251626134337,31,37,3
45,14,95.4,269,5,3.6,-1.6772516606484447,35,37,3
14,8,108.6,354,0,7.7,1.3807388341374303,13,39,4
50,10,139.8,342,7,9.6,-1.1951278882105012,49,28,3
10,2,68.0,471,8,2.2,-0.7593742646957177,40,12,5
43,9,51.8,442,2,7.9,-1.1523818186566466,43,7,5
27,2,91.7,149,4,2.9,-1.3788531561398114,42,27,3
5,11,130.6,148,8,9.5,-0.4605737260577987,11,35,4
29,6,136.2,153,1,6.6,-0.8414328072233028,30,30,3
48,14,140.6,568,15,5.6,0.06690515292520051,17,12,5
45,9,114.1,211,11,8.1,-1.3621463724772365,9,39,3
30,6,89.1,507,1,3.7,-0.06754048578135886,19,28,3
5,14,97.2,413,0,7.1,0.07531583389838548,42,21,4
52,7,109.5,186,5,1.2,-0.544655138084425,31,21,4
0,8,43.3,225,12,6.8,-1.7427035672829179,49,38,5
2,9,89.4,321,8,10.0,0.869942784163215,17,2,4
44,1,82.9,560,3,6.3,0.44988753996949543,16,27,5
45,13,44.7,439,8,2.8,-0.9679656177011269,22,32,3
6,7,131.3,370,15,4.2,1.4989137793245237,39,11,4
8,1,95.7,103,1,10.3,1.0671172914498246,17,6,5
43,14,74.5,536,12,6.7,-0.7141048754057929,24,26,5
51,7,143.9,304,10,9.3,0.3689698739049878,49,28,5
11,12,49.1,239,13,7.7,-1.718039509407465,7,24,5
17,9,75.0,255,3,9.3,0.23895238282630477,13,26,5
44,3,65.8,416,11,5.2,-1.488644549720664,19,8,4
6,12,46.8,475,1,12.0,-0.7346813457916012,27,27,3
32,8,71.3,105,7,11.6,-1.339723084867236,44,21,3
34,3,128.4,283,1,9.4,-1.7474353329323369,30,28,5
38,1,131.1,154,9,5.3,1.2481628128677071,53,32,3
7,8,108.2,152,9,7.9,-1.689450063023458,49,13,5
30,14,26.7,489,15,11.0,1.4101508198383537,42,5,3
0,12,135.5,162,6,3.2,1.4332436833133524,25,31,4
32,3,137.3,305,9,2.4,1.506196859907817,1,32,4
17,0,75.3,191,8,11.3,-1.123153100487738,22,37,3
18,10,137.1,255,11,8.4,-0.6213856461103983,22,2,3
41,1,30.6,170,11,4.3,-0.5451307678368033,54,21,5
39,0,113.2,341,12,11.1,0.46752538041676256,16,1,5
12,12,92.0,187,8,7.2,-0.6920599558815738,45,4,4
28,13,78.3,128,7,11.0,0.08309821027756127,16,30,4
50,5,66.4,172,11,5.5,0.08251435166769366,39,7,4
43,6,57.6,561,4,0.9,-0.9480197607916209,19,27,3
43,1,103.8,570,8,5.4,-1.6196739084642977,0,35,4
29,4,57.1,384,13,2.6,0.6205306808261088,38,23,4
40,8,124.8,362,6,1.7,0.20581097500145337,54,4,3
36,7,69.3,183,10,7.3,-1.523151661421883,25,2,5
48,0,64.4,412,5,8.4,-1.3608565731062543,30,15,5
9,13,111.6,376,13,8.1,-0.7431939061959693,11,21,5
8,7,79.5,289,14,2.5,1.4052069256282567,51,26,5
20,11,29.3,481,14,8.9,0.36054418519689757,24,6,3
6,8,95.5,253,0,11.1,1.0590356262034062,6,25,4
25,11,114.4,426,5,2.9,-0.00804087769849404,46,39,5
19,14,21.5,520,5,9.0,0.388224509177997,50,28,4
41,1,75.3,316,4,3.0,0.9843438612422389,21,12,5
41,2,71.3,482,1,1.9,-0.9142070454400515,27,36,4
49,12,35.8,470,13,1.0,-1.544740576693215,26,12,4
2,5,112.9,205,10,1.3,-0.560532744393491,23,29,3
43,7,97.9,390,12,2.9,-0.9112167542602023,43,30,4
